City,State,Shape,Sight_day,Sight_month,Sight_time,Sight_date,Sight_weekday
Fort Myers,FL,Circle,25,4,21:11:00,2008-04-25,Sexta-feira
Louisville,KY,Changing,25,4,20:30:00,2008-04-25,Sexta-feira
Danville,VA,Sphere,25,4,20:30:00,2008-04-25,Sexta-feira
Hartford,CT,Other,25,4,17:00:00,2008-04-25,Sexta-feira
Madison,AL,Sphere,25,4,16:40:00,2008-04-25,Sexta-feira
Durham,NC,Oval,25,4,13:00:00,2008-04-25,Sexta-feira
Tallahassee,FL,Light,25,4,10:00:00,2008-04-25,Sexta-feira
Lawrenceville,GA,Other,25,4,09:48:00,2008-04-25,Sexta-feira
Morgan City,LA,Other,25,4,04:50:00,2008-04-25,Sexta-feira
San Jose,CA,Triangle,25,4,04:48:00,2008-04-25,Sexta-feira
Eldersburg/Randallstown,MD,Other,24,4,22:45:00,2008-04-24,Quinta-feira
Hernando,FL,Other,24,4,22:00:00,2008-04-24,Quinta-feira
North Myrtle Beach,SC,Sphere,24,4,21:30:00,2008-04-24,Quinta-feira
Spring Creek,NV,Rectangle,24,4,21:10:00,2008-04-24,Quinta-feira
Irvine,CA,Circle,24,4,20:15:00,2008-04-24,Quinta-feira
Thornwood,NY,Light,24,4,19:49:00,2008-04-24,Quinta-feira
Lake Charles,LA,Other,24,4,17:05:00,2008-04-24,Quinta-feira
Tucson,AZ,Light,24,4,14:30:00,2008-04-24,Quinta-feira
Jacksonville,FL,Oval,24,4,14:15:00,2008-04-24,Quinta-feira
Stanwood,WA,Other,24,4,14:00:00,2008-04-24,Quinta-feira
Melbourne,FL,Light,24,4,06:05:00,2008-04-24,Quinta-feira
Casa Grande,AZ,Triangle,24,4,03:15:00,2008-04-24,Quinta-feira
Lakeville,MA,Light,24,4,03:15:00,2008-04-24,Quinta-feira
Coalinga,CA,Triangle,24,4,03:00:00,2008-04-24,Quinta-feira
Berlin,CT,Sphere,23,4,21:00:00,2008-04-23,Quarta-feira
Newtown,PA,Fireball,23,4,20:00:00,2008-04-23,Quarta-feira
New Orleans,LA,Cigar,23,4,12:20:00,2008-04-23,Quarta-feira
Jamestown,KY,Triangle,23,4,11:09:00,2008-04-23,Quarta-feira
Marked Tree,AR,Disk,23,4,11:00:00,2008-04-23,Quarta-feira
Bellevue,WA,Sphere,23,4,10:03:00,2008-04-23,Quarta-feira
Addison,AL,Disk,23,4,01:30:00,2008-04-23,Quarta-feira
Towson,MD,Triangle,23,4,00:30:00,2008-04-23,Quarta-feira
Newport,OR,Light,23,4,00:00:00,2008-04-23,Quarta-feira
Orchard Park,NY,Changing,23,4,00:00:00,2008-04-23,Quarta-feira
Miami,FL,Triangle,23,4,00:00:00,2008-04-23,Quarta-feira
Fitzgerald,GA,Fireball,22,4,23:00:00,2008-04-22,Terça-feira
Albany,TX,Fireball,22,4,22:30:00,2008-04-22,Terça-feira
Santa Monica,CA,Triangle,22,4,22:00:00,2008-04-22,Terça-feira
Horseheads,NY,Circle,22,4,21:40:00,2008-04-22,Terça-feira
Stafford,VA,Sphere,22,4,21:00:00,2008-04-22,Terça-feira
Joshua Tree,CA,Circle,22,4,12:00:00,2008-04-22,Terça-feira
Anderson,IN,Other,22,4,02:00:00,2008-04-22,Terça-feira
Los Angeles,CA,Disk,22,4,01:25:00,2008-04-22,Terça-feira
New Smyrna Beach,FL,Sphere,22,4,00:30:00,2008-04-22,Terça-feira
Rogers,AR,Circle,22,4,00:00:00,2008-04-22,Terça-feira
Durham,NC,Triangle,21,4,23:30:00,2008-04-21,Segunda-feira
Laurel,MD,Circle,21,4,23:00:00,2008-04-21,Segunda-feira
Morrow,OH,Light,21,4,22:35:00,2008-04-21,Segunda-feira
Oakland,CA,Oval,21,4,22:00:00,2008-04-21,Segunda-feira
Lorain,OH,Changing,21,4,21:45:00,2008-04-21,Segunda-feira
Phoenix,AZ,Fireball,21,4,20:25:00,2008-04-21,Segunda-feira
Phoenix,AZ,Triangle,21,4,20:15:00,2008-04-21,Segunda-feira
Phoenix,AZ,Light,21,4,20:00:00,2008-04-21,Segunda-feira
Phoenix (north of),AZ,Formation,21,4,20:00:00,2008-04-21,Segunda-feira
Phoenix,AZ,Formation,21,4,20:00:00,2008-04-21,Segunda-feira
Phoenix,AZ,Formation,21,4,20:00:00,2008-04-21,Segunda-feira
Phoenix,AZ,Light,21,4,18:30:00,2008-04-21,Segunda-feira
Black Canyon City,AZ,Other,21,4,02:30:00,2008-04-21,Segunda-feira
Amory,MS,Circle,21,4,00:00:00,2008-04-21,Segunda-feira
Cape Coral,FL,Disk,20,4,22:00:00,2008-04-20,Domingo
West Bend,WI,Circle,20,4,21:30:00,2008-04-20,Domingo
Port Richey,FL,Triangle,20,4,21:00:00,2008-04-20,Domingo
Paris,KY,Light,20,4,19:00:00,2008-04-20,Domingo
Moriarty,NM,Light,20,4,15:00:00,2008-04-20,Domingo
Chicago,IL,Cigar,20,4,14:00:00,2008-04-20,Domingo
Belleview,FL,Cigar,20,4,12:00:00,2008-04-20,Domingo
Dublin,OH,Triangle,20,4,12:00:00,2008-04-20,Domingo
Heath,OH,Light,20,4,10:30:00,2008-04-20,Domingo
Byron Center,WA,Light,20,4,10:00:00,2008-04-20,Domingo
Schererville,IN,Triangle,20,4,08:00:00,2008-04-20,Domingo
Gulf Shores,AL,Circle,20,4,04:00:00,2008-04-20,Domingo
Rootstown,OH,Sphere,20,4,03:00:00,2008-04-20,Domingo
Carpentersville,IL,Circle,20,4,01:00:00,2008-04-20,Domingo
Lakeland,FL,Triangle,20,4,00:00:00,2008-04-20,Domingo
Santa Cruz,CA,Rectangle,19,4,23:55:00,2008-04-19,Sábado
Silk Hope (near),NC,Disk,19,4,23:00:00,2008-04-19,Sábado
Midland,TX,Cigar,19,4,22:49:00,2008-04-19,Sábado
New Brighton,PA,Triangle,19,4,22:30:00,2008-04-19,Sábado
Lunenburg,MA,Fireball,19,4,21:40:00,2008-04-19,Sábado
St. Augustine,FL,Fireball,19,4,21:17:00,2008-04-19,Sábado
Paulina,LA,Light,19,4,21:00:00,2008-04-19,Sábado
St. Augustine,FL,Light,19,4,20:50:00,2008-04-19,Sábado
Wallingford,CT,Formation,19,4,20:15:00,2008-04-19,Sábado
St. Augustine,FL,Other,19,4,15:45:00,2008-04-19,Sábado
Lake Park,FL,Light,19,4,11:00:00,2008-04-19,Sábado
Panama City Beach,FL,Oval,19,4,08:00:00,2008-04-19,Sábado
Kalispell,MT,Triangle,19,4,01:20:00,2008-04-19,Sábado
Camden Point,MO,Fireball,19,4,00:00:00,2008-04-19,Sábado
Venice,CA,Light,18,4,22:00:00,2008-04-18,Sexta-feira
Pounding Mill,VA,Light,18,4,22:00:00,2008-04-18,Sexta-feira
Newark,CA,Disk,18,4,21:35:00,2008-04-18,Sexta-feira
Gallup,NM,Other,18,4,21:25:00,2008-04-18,Sexta-feira
Dallas,TX,Disk,18,4,21:00:00,2008-04-18,Sexta-feira
Las Vegas,NV,Light,18,4,20:00:00,2008-04-18,Sexta-feira
Las Vegas,NV,Light,18,4,19:55:00,2008-04-18,Sexta-feira
Chattanooga,TN,Other,18,4,00:10:00,2008-04-18,Sexta-feira
Cumberland,RI,Disk,17,4,23:45:00,2008-04-17,Quinta-feira
Grand Rapids,MI,Light,17,4,23:45:00,2008-04-17,Quinta-feira
North Branch,MN,Sphere,17,4,23:00:00,2008-04-17,Quinta-feira
Soddy Daisy,TN,Circle,17,4,22:30:00,2008-04-17,Quinta-feira
Charleston,WV,Oval,17,4,22:15:00,2008-04-17,Quinta-feira
Noblesville,IN,Triangle,17,4,22:10:00,2008-04-17,Quinta-feira
Greeley,CO,Triangle,17,4,22:03:00,2008-04-17,Quinta-feira
Nevada,TX,Light,17,4,21:00:00,2008-04-17,Quinta-feira
Morristown,TN,Triangle,17,4,21:00:00,2008-04-17,Quinta-feira
Slovan,PA,Light,17,4,21:00:00,2008-04-17,Quinta-feira
Croghan,NY,Formation,17,4,20:30:00,2008-04-17,Quinta-feira
St. Augustine,FL,Triangle,17,4,20:00:00,2008-04-17,Quinta-feira
Crestview,FL,Changing,17,4,18:30:00,2008-04-17,Quinta-feira
Twenty Nine Palms,CA,Disk,17,4,14:00:00,2008-04-17,Quinta-feira
Lake Arrowhead,CA,Oval,17,4,13:20:00,2008-04-17,Quinta-feira
San Francisco,CA,Triangle,17,4,13:00:00,2008-04-17,Quinta-feira
Sahuarita,AZ,Circle,17,4,09:15:00,2008-04-17,Quinta-feira
Sherman Oaks,CA,Fireball,17,4,02:00:00,2008-04-17,Quinta-feira
Middleton,WI,Triangle,17,4,00:35:00,2008-04-17,Quinta-feira
Norwalk,CA,Light,17,4,00:05:00,2008-04-17,Quinta-feira
Butler,IN,Light,16,4,23:59:00,2008-04-16,Quarta-feira
Kokomo,IN,Light,16,4,23:30:00,2008-04-16,Quarta-feira
Kent,OH,Disk,16,4,23:00:00,2008-04-16,Quarta-feira
Merced,CA,Light,16,4,23:00:00,2008-04-16,Quarta-feira
Grand Junction,CO,Oval,16,4,23:00:00,2008-04-16,Quarta-feira
Kokomo,IN,Light,16,4,22:30:00,2008-04-16,Quarta-feira
Kokomo,IN,Formation,16,4,22:27:00,2008-04-16,Quarta-feira
Kokomo,IN,Formation,16,4,22:27:00,2008-04-16,Quarta-feira
Noblesville,IN,Triangle,16,4,22:10:00,2008-04-16,Quarta-feira
Rockford,IL,Triangle,16,4,22:00:00,2008-04-16,Quarta-feira
Maumee,OH,Triangle,16,4,22:00:00,2008-04-16,Quarta-feira
Lakeridge,VA,Other,16,4,21:30:00,2008-04-16,Quarta-feira
Warner Springs,CA,Circle,16,4,21:10:00,2008-04-16,Quarta-feira
Minneapolis,MN,Formation,16,4,21:05:00,2008-04-16,Quarta-feira
Houston,TX,Other,16,4,21:00:00,2008-04-16,Quarta-feira
Monterey,CA,Light,16,4,21:00:00,2008-04-16,Quarta-feira
San Diego,CA,Triangle,16,4,20:35:00,2008-04-16,Quarta-feira
Atlantic City,NJ,Light,16,4,20:10:00,2008-04-16,Quarta-feira
Durham,NC,Disk,16,4,15:40:00,2008-04-16,Quarta-feira
State College,PA,Flash,16,4,13:00:00,2008-04-16,Quarta-feira
Augusta,GA,Triangle,16,4,12:45:00,2008-04-16,Quarta-feira
Westfield,IN,Cigar,16,4,10:37:00,2008-04-16,Quarta-feira
Lafayette,IN,Light,16,4,10:30:00,2008-04-16,Quarta-feira
Kokomo,IN,Light,16,4,10:30:00,2008-04-16,Quarta-feira
South Bend,IN,Circle,16,4,01:30:00,2008-04-16,Quarta-feira
McHenry,IL,Triangle,15,4,23:35:00,2008-04-15,Terça-feira
Chandler,AZ,Sphere,15,4,23:15:00,2008-04-15,Terça-feira
unsure exact name (was driving to NY from FL),GA,Fireball,15,4,23:00:00,2008-04-15,Terça-feira
St. Albans,VT,Light,15,4,20:30:00,2008-04-15,Terça-feira
Newark,CA,Fireball,15,4,20:08:00,2008-04-15,Terça-feira
Holbrook,AZ,Sphere,15,4,19:45:00,2008-04-15,Terça-feira
Crestwood,IL,Formation,15,4,12:00:00,2008-04-15,Terça-feira
Miami,FL,Rectangle,15,4,10:05:00,2008-04-15,Terça-feira
Buckhead,GA,Changing,15,4,01:00:00,2008-04-15,Terça-feira
Buckhead,GA,Changing,15,4,01:00:00,2008-04-15,Terça-feira
Oberlin,OH,Formation,14,4,22:40:00,2008-04-14,Segunda-feira
Akron,OH,Sphere,14,4,21:23:00,2008-04-14,Segunda-feira
Miami,FL,Light,14,4,21:00:00,2008-04-14,Segunda-feira
Oro Valley,AZ,Circle,14,4,20:45:00,2008-04-14,Segunda-feira
Minneapolis,MN,Light,14,4,18:00:00,2008-04-14,Segunda-feira
Fairview,NJ,Other,14,4,13:30:00,2008-04-14,Segunda-feira
plymouth,MN,Sphere,14,4,13:00:00,2008-04-14,Segunda-feira
McHenry,IL,Changing,14,4,12:10:00,2008-04-14,Segunda-feira
Vero Beach,FL,Cigar,14,4,11:00:00,2008-04-14,Segunda-feira
Chapel Hill,NC,Fireball,14,4,03:58:00,2008-04-14,Segunda-feira
Orlando,FL,Fireball,14,4,03:20:00,2008-04-14,Segunda-feira
Costa Mesa,CA,Changing,13,4,23:00:00,2008-04-13,Domingo
Desert Hot Springs,CA,Light,13,4,22:30:00,2008-04-13,Domingo
Lakewood,OH,Formation,13,4,22:00:00,2008-04-13,Domingo
Roswell,NV,Oval,13,4,19:30:00,2008-04-13,Domingo
Salt Lake,UT,Light,13,4,15:00:00,2008-04-13,Domingo
Bowling Green,KY,Disk,13,4,04:30:00,2008-04-13,Domingo
Seattle,WA,Oval,13,4,03:00:00,2008-04-13,Domingo
Valencia,CA,Light,13,4,00:00:00,2008-04-13,Domingo
Porter Ranch,CA,Sphere,12,4,23:50:00,2008-04-12,Sábado
Orlando,FL,Fireball,12,4,23:45:00,2008-04-12,Sábado
Portland,OR,Light,12,4,22:50:00,2008-04-12,Sábado
Pismo,CA,Light,12,4,21:30:00,2008-04-12,Sábado
Commack,NY,Light,12,4,21:20:00,2008-04-12,Sábado
Spring,TX,Light,12,4,20:55:00,2008-04-12,Sábado
Lucerne,CA,Light,12,4,20:15:00,2008-04-12,Sábado
Sonora,CA,Other,12,4,04:45:00,2008-04-12,Sábado
Destin,FL,Triangle,12,4,04:20:00,2008-04-12,Sábado
Orlando,FL,Light,12,4,00:15:00,2008-04-12,Sábado
Grants Pass,OR,Light,12,4,00:00:00,2008-04-12,Sábado
Bessemer (near),AL,Light,11,4,22:30:00,2008-04-11,Sexta-feira
San Diego,CA,Flash,11,4,21:55:00,2008-04-11,Sexta-feira
Wauseon,OH,Circle,11,4,21:30:00,2008-04-11,Sexta-feira
Punta Gorda,FL,Disk,11,4,20:34:00,2008-04-11,Sexta-feira
Orlando,FL,Sphere,11,4,18:00:00,2008-04-11,Sexta-feira
Shafter,CA,Light,11,4,13:00:00,2008-04-11,Sexta-feira
San Jose,CA,Changing,11,4,11:12:00,2008-04-11,Sexta-feira
Palm Harbor,FL,Light,11,4,06:35:00,2008-04-11,Sexta-feira
Aberdeen,MD,Other,11,4,00:15:00,2008-04-11,Sexta-feira
Vacaville,CA,Disk,10,4,23:00:00,2008-04-10,Quinta-feira
Azle,TX,Rectangle,10,4,22:15:00,2008-04-10,Quinta-feira
Franklinton,NC,Other,10,4,22:00:00,2008-04-10,Quinta-feira
Butte,MT,Light,10,4,21:48:00,2008-04-10,Quinta-feira
Surprise,AZ,Light,10,4,21:45:00,2008-04-10,Quinta-feira
Surprise,AZ,Light,10,4,21:45:00,2008-04-10,Quinta-feira
Hague,NY,Triangle,10,4,21:45:00,2008-04-10,Quinta-feira
Union Gap,WA,Light,10,4,21:45:00,2008-04-10,Quinta-feira
Florissant,MO,Circle,10,4,21:45:00,2008-04-10,Quinta-feira
Arcata,CA,Light,10,4,21:30:00,2008-04-10,Quinta-feira
Apollo,PA,Other,10,4,21:10:00,2008-04-10,Quinta-feira
College Station,TX,Circle,10,4,21:00:00,2008-04-10,Quinta-feira
Greenville,NC,Formation,10,4,20:44:00,2008-04-10,Quinta-feira
Denville,NJ,Triangle,10,4,20:30:00,2008-04-10,Quinta-feira
Los Osos,CA,Light,10,4,20:20:00,2008-04-10,Quinta-feira
Las Vegas,NV,Sphere,10,4,20:00:00,2008-04-10,Quinta-feira
Dandridge,TN,Light,10,4,20:00:00,2008-04-10,Quinta-feira
Glenville,WV,Sphere,10,4,01:30:00,2008-04-10,Quinta-feira
Gray,ME,Light,10,4,01:00:00,2008-04-10,Quinta-feira
Leesburg,GA,Light,9,4,21:45:00,2008-04-09,Quarta-feira
Penn Hills,PA,Oval,9,4,17:00:00,2008-04-09,Quarta-feira
San Diego,CA,Other,9,4,11:03:00,2008-04-09,Quarta-feira
Fremont,CA,Oval,9,4,00:30:00,2008-04-09,Quarta-feira
Statesville,NC,Changing,8,4,22:35:00,2008-04-08,Terça-feira
Harrisville,WV,Light,8,4,20:30:00,2008-04-08,Terça-feira
Maltby,WA,Sphere,8,4,12:20:00,2008-04-08,Terça-feira
Hendersonville,TN,Other,8,4,06:00:00,2008-04-08,Terça-feira
Hardin,KY,Cigar,8,4,00:00:00,2008-04-08,Terça-feira
Salisbury,NH,Triangle,7,4,22:30:00,2008-04-07,Segunda-feira
Mediapolis,IA,Triangle,7,4,22:30:00,2008-04-07,Segunda-feira
Tuscola,TX,Light,7,4,22:00:00,2008-04-07,Segunda-feira
Toledo,OH,Light,7,4,22:00:00,2008-04-07,Segunda-feira
Brentwood (contra costa),CA,Other,7,4,21:00:00,2008-04-07,Segunda-feira
Uxbridge,MA,Light,7,4,21:00:00,2008-04-07,Segunda-feira
Palestine (near),IL,Circle,7,4,18:00:00,2008-04-07,Segunda-feira
Ferrisburgh,VT,Light,7,4,16:00:00,2008-04-07,Segunda-feira
Sanger,CA,Light,7,4,07:48:00,2008-04-07,Segunda-feira
Grove City,OH,Oval,7,4,03:17:00,2008-04-07,Segunda-feira
NJ Turnpike (Exit 3),NJ,Disk,7,4,00:25:00,2008-04-07,Segunda-feira
Monroe,WA,Light,6,4,21:30:00,2008-04-06,Domingo
Lancaster,OH,Sphere,6,4,18:00:00,2008-04-06,Domingo
Tucson,AZ,Cigar,6,4,11:00:00,2008-04-06,Domingo
Gibsonton,FL,Triangle,5,4,23:45:00,2008-04-05,Sábado
Long Branch,NJ,Light,5,4,17:30:00,2008-04-05,Sábado
Niles,MI,Disk,5,4,16:25:00,2008-04-05,Sábado
Henderson,NV,Circle,5,4,04:20:00,2008-04-05,Sábado
Green Bay,WI,Triangle,5,4,01:15:00,2008-04-05,Sábado
Pekin,IL,Triangle,4,4,22:25:00,2008-04-04,Sexta-feira
Gainesville,FL,Triangle,4,4,22:14:00,2008-04-04,Sexta-feira
Wichita,KS,Triangle,4,4,22:00:00,2008-04-04,Sexta-feira
Durand,MI,Light,4,4,21:30:00,2008-04-04,Sexta-feira
Carriere,MS,Light,4,4,21:00:00,2008-04-04,Sexta-feira
Los Angeles,CA,Cigar,4,4,20:45:00,2008-04-04,Sexta-feira
Memphis,TN,Formation,4,4,15:30:00,2008-04-04,Sexta-feira
Lake Havasu City,AZ,Other,4,4,15:00:00,2008-04-04,Sexta-feira
Maui,HI,Triangle,4,4,09:30:00,2008-04-04,Sexta-feira
Sanger,CA,Circle,4,4,02:15:00,2008-04-04,Sexta-feira
Laguna Hills,CA,Rectangle,3,4,23:50:00,2008-04-03,Quinta-feira
Winters,TX,Other,3,4,23:00:00,2008-04-03,Quinta-feira
Manville,NJ,Other,3,4,22:48:00,2008-04-03,Quinta-feira
Irvine,CA,Circle,3,4,21:20:00,2008-04-03,Quinta-feira
Littleton,CO,Other,3,4,19:30:00,2008-04-03,Quinta-feira
Wichita Falls,TX,Changing,3,4,16:22:00,2008-04-03,Quinta-feira
Birmingham,AL,Cigar,3,4,07:15:00,2008-04-03,Quinta-feira
Man,WV,Circle,3,4,03:00:00,2008-04-03,Quinta-feira
Ashburn,VA,Triangle,3,4,00:00:00,2008-04-03,Quinta-feira
Arlington Heights,IL,Other,2,4,23:00:00,2008-04-02,Quarta-feira
Incline Village,NV,Light,2,4,22:45:00,2008-04-02,Quarta-feira
Evansville,IN,Triangle,2,4,21:40:00,2008-04-02,Quarta-feira
Jenera,OH,Triangle,2,4,20:51:00,2008-04-02,Quarta-feira
New York City (Queens),NY,Light,2,4,20:30:00,2008-04-02,Quarta-feira
Louisville,KY,Sphere,2,4,01:20:00,2008-04-02,Quarta-feira
Cramerton,NC,Flash,2,4,00:20:00,2008-04-02,Quarta-feira
New Carrollton,MD,Triangle,2,4,00:15:00,2008-04-02,Quarta-feira
Port Richey,FL,Triangle,1,4,21:30:00,2008-04-01,Terça-feira
Smyrna,GA,Fireball,1,4,21:30:00,2008-04-01,Terça-feira
Clark,WY,Disk,1,4,21:00:00,2008-04-01,Terça-feira
Franklin/Brentwood,TN,Circle,1,4,17:30:00,2008-04-01,Terça-feira
Orange,TX,Cigar,1,4,11:20:00,2008-04-01,Terça-feira
Escondido,CA,Light,1,4,08:00:00,2008-04-01,Terça-feira
Homer Glen,IL,Light,1,4,05:30:00,2008-04-01,Terça-feira
Tuscaloosa,AL,Other,1,4,03:30:00,2008-04-01,Terça-feira
Covina,CA,Triangle,1,4,00:55:00,2008-04-01,Terça-feira
Lake Texoma,TX,Triangle,31,5,23:30:00,2008-05-31,Sábado
Milliken,CO,Light,31,5,23:05:00,2008-05-31,Sábado
Newburgh,IN,Light,31,5,21:40:00,2008-05-31,Sábado
Peoria,IL,Other,31,5,20:34:00,2008-05-31,Sábado
Sante Fe,NM,Light,31,5,17:00:00,2008-05-31,Sábado
Lake Worth,FL,Other,31,5,14:00:00,2008-05-31,Sábado
Fort Collins,CO,Triangle,31,5,10:30:00,2008-05-31,Sábado
Yucaipa,CA,Circle,31,5,02:30:00,2008-05-31,Sábado
Shoreview,MN,Circle,31,5,01:30:00,2008-05-31,Sábado
Smyrna,DE,Triangle,31,5,00:20:00,2008-05-31,Sábado
Bemidji,MN,Other,30,5,23:30:00,2008-05-30,Sexta-feira
North Port,FL,Disk,30,5,23:15:00,2008-05-30,Sexta-feira
Cheek,TX,Light,30,5,23:00:00,2008-05-30,Sexta-feira
Houston,TX,Sphere,30,5,21:30:00,2008-05-30,Sexta-feira
Pensacola,FL,Disk,30,5,20:30:00,2008-05-30,Sexta-feira
Madison,WI,Other,30,5,17:00:00,2008-05-30,Sexta-feira
Newport Beach,CA,Disk,30,5,11:00:00,2008-05-30,Sexta-feira
Hollywood,CA,Triangle,30,5,05:00:00,2008-05-30,Sexta-feira
Scottdale,PA,Light,30,5,00:43:00,2008-05-30,Sexta-feira
DeRidder,LA,Light,30,5,00:00:00,2008-05-30,Sexta-feira
Oak Ridge,TN,Formation,29,5,22:10:00,2008-05-29,Quinta-feira
Houston,TX,Sphere,29,5,21:00:00,2008-05-29,Quinta-feira
Springfield,MO,Cigar,29,5,20:20:00,2008-05-29,Quinta-feira
Uniondale,NY,Flash,29,5,11:00:00,2008-05-29,Quinta-feira
San Jose,CA,Sphere,29,5,11:00:00,2008-05-29,Quinta-feira
"Washington, D.C.",DC,Other,29,5,06:47:00,2008-05-29,Quinta-feira
Alma KOA,AR,Light,29,5,02:00:00,2008-05-29,Quinta-feira
Jamaica,NY,Circle,29,5,00:00:00,2008-05-29,Quinta-feira
Fulton,MO,Light,28,5,23:35:00,2008-05-28,Quarta-feira
Phoenix,AZ,Light,28,5,23:15:00,2008-05-28,Quarta-feira
Fairfield,CT,Light,28,5,21:00:00,2008-05-28,Quarta-feira
Fernandina Beach,FL,Cigar,28,5,20:01:00,2008-05-28,Quarta-feira
Dallas,TX,Disk,28,5,17:30:00,2008-05-28,Quarta-feira
Lisle,IL,Circle,28,5,16:50:00,2008-05-28,Quarta-feira
Little Rock,AR,Triangle,28,5,12:00:00,2008-05-28,Quarta-feira
Harrington,WA,Light,27,5,23:30:00,2008-05-27,Terça-feira
Wallops Island VA,VA,Sphere,27,5,23:00:00,2008-05-27,Terça-feira
Swanzey,NH,Sphere,27,5,20:30:00,2008-05-27,Terça-feira
Garland,TX,Rectangle,27,5,07:00:00,2008-05-27,Terça-feira
Evansville,MN,Other,26,5,23:00:00,2008-05-26,Segunda-feira
Priest Lake,ID,Light,26,5,22:00:00,2008-05-26,Segunda-feira
Daytona Beach,FL,Other,26,5,20:00:00,2008-05-26,Segunda-feira
Murrieta,CA,Disk,26,5,08:50:00,2008-05-26,Segunda-feira
Alexandria,VA,Light,26,5,04:30:00,2008-05-26,Segunda-feira
Lava Hot Springs,ID,Changing,26,5,02:15:00,2008-05-26,Segunda-feira
Honolulu,HI,Light,26,5,00:00:00,2008-05-26,Segunda-feira
Pittsburgh,PA,Disk,26,5,00:00:00,2008-05-26,Segunda-feira
Milwaukee,WI,Circle,25,5,23:05:00,2008-05-25,Domingo
Scarborough,ME,Triangle,25,5,21:57:00,2008-05-25,Domingo
Sterling Heights,MI,Light,25,5,21:08:00,2008-05-25,Domingo
Newtown Square,PA,Other,25,5,21:00:00,2008-05-25,Domingo
North Mankato,MN,Cigar,25,5,19:45:00,2008-05-25,Domingo
North Bergen,NJ,Oval,25,5,16:00:00,2008-05-25,Domingo
Orlando,FL,Disk,25,5,13:19:00,2008-05-25,Domingo
Placerville,CA,Disk,25,5,03:00:00,2008-05-25,Domingo
North Merrick,NY,Oval,24,5,00:00:00,2008-05-24,Sábado
Butler,PA,Circle,24,5,23:46:00,2008-05-24,Sábado
Newark,OH,Light,24,5,22:00:00,2008-05-24,Sábado
Peebles,OH,Sphere,24,5,20:30:00,2008-05-24,Sábado
Longmont,CO,Other,24,5,11:20:00,2008-05-24,Sábado
Narragansett,RI,Circle,24,5,05:10:00,2008-05-24,Sábado
Newburgh,IN,Light,24,5,00:15:00,2008-05-24,Sábado
Fort Suppy,OK,Disk,24,5,00:00:00,2008-05-24,Sábado
Roanoke,VA,Triangle,23,5,23:45:00,2008-05-23,Sexta-feira
Simi Valley,CA,Circle,23,5,23:00:00,2008-05-23,Sexta-feira
Brandon,FL,Formation,23,5,23:00:00,2008-05-23,Sexta-feira
Hayward,CA,Circle,23,5,15:55:00,2008-05-23,Sexta-feira
Owensboro,KY,Light,23,5,05:33:00,2008-05-23,Sexta-feira
Athens,AL,Light,23,5,02:15:00,2008-05-23,Sexta-feira
Chelsea,MI,Formation,23,5,02:00:00,2008-05-23,Sexta-feira
Joplin,MO,Triangle,23,5,01:04:00,2008-05-23,Sexta-feira
Nashville,TN,Disk,22,5,23:00:00,2008-05-22,Quinta-feira
Simi Valley,CA,Light,22,5,22:30:00,2008-05-22,Quinta-feira
Edwardsburg,MI,Triangle,22,5,22:30:00,2008-05-22,Quinta-feira
New Brighton,PA,Triangle,22,5,22:00:00,2008-05-22,Quinta-feira
Tranquility,NJ,Other,22,5,21:40:00,2008-05-22,Quinta-feira
Saltville,VA,Circle,22,5,21:20:00,2008-05-22,Quinta-feira
Johnson City,NY,Light,22,5,19:50:00,2008-05-22,Quinta-feira
Durham,NC,Cigar,22,5,08:23:00,2008-05-22,Quinta-feira
San Antonio,TX,Sphere,22,5,04:45:00,2008-05-22,Quinta-feira
Morro Bay,CA,Sphere,22,5,01:00:00,2008-05-22,Quinta-feira
Milliken,CO,Light,21,5,23:05:00,2008-05-21,Quarta-feira
South Bend,IN,Triangle,21,5,23:00:00,2008-05-21,Quarta-feira
Cuba,MO,Light,21,5,22:00:00,2008-05-21,Quarta-feira
Palm Beach Gardens,FL,Light,21,5,21:18:00,2008-05-21,Quarta-feira
Mammoth Lakes,CA,Light,21,5,21:15:00,2008-05-21,Quarta-feira
Comer,GA,Light,21,5,13:00:00,2008-05-21,Quarta-feira
Smyrna,TN,Circle,21,5,13:00:00,2008-05-21,Quarta-feira
Seattle,WA,Changing,21,5,11:30:00,2008-05-21,Quarta-feira
Syracuse (Elbridge),NY,Light,20,5,23:35:00,2008-05-20,Terça-feira
Lee,NH,Light,20,5,23:00:00,2008-05-20,Terça-feira
Wellsboro,PA,Oval,20,5,23:00:00,2008-05-20,Terça-feira
Seguin,TX,Oval,20,5,21:45:00,2008-05-20,Terça-feira
Tama,IA,Light,20,5,21:30:00,2008-05-20,Terça-feira
Rolla,MO,Other,20,5,21:23:00,2008-05-20,Terça-feira
Tucson,AZ,Disk,20,5,13:00:00,2008-05-20,Terça-feira
Santa Fe,NM,Circle,20,5,07:25:00,2008-05-20,Terça-feira
Weymouth,MA,Light,20,5,04:20:00,2008-05-20,Terça-feira
Country Side,IA,Fireball,20,5,01:00:00,2008-05-20,Terça-feira
Palm Coast,FL,Triangle,19,5,22:45:00,2008-05-19,Segunda-feira
Cottage Grove,MN,Changing,19,5,22:00:00,2008-05-19,Segunda-feira
