City,State,Shape,Sight_day,Sight_month,Sight_time,Sight_date,Sight_weekday
Orlando,FL,Light,25,8,21:00:00,2014-08-25,Segunda-feira
Fort Pierce,FL,Fireball,24,8,22:30:00,2014-08-24,Domingo
Tamarac,FL,Circle,24,8,22:00:00,2014-08-24,Domingo
Cape Coral,FL,Light,23,8,22:00:00,2014-08-23,Sábado
Miami,FL,Light,22,8,23:00:00,2014-08-22,Sexta-feira
Lake Worth,FL,Rectangle,22,8,22:15:00,2014-08-22,Sexta-feira
Taveriner,FL,Fireball,22,8,22:09:00,2014-08-22,Sexta-feira
Palm City,FL,Circle,22,8,12:30:00,2014-08-22,Sexta-feira
Davie,FL,Fireball,21,8,22:15:00,2014-08-21,Quinta-feira
Jacksonville,FL,Disk,20,8,04:15:00,2014-08-20,Quarta-feira
Oakland Park,FL,Triangle,18,8,10:00:00,2014-08-18,Segunda-feira
Miami,FL,Circle,16,8,01:00:00,2014-08-16,Sábado
Orlando,FL,Light,15,8,06:00:00,2014-08-15,Sexta-feira
Longwood,FL,Fireball,15,8,00:00:00,2014-08-15,Sexta-feira
North Fort Myers,FL,Light,14,8,04:45:00,2014-08-14,Quinta-feira
Bradenton,FL,Fireball,13,8,21:35:00,2014-08-13,Quarta-feira
Tampa,FL,Circle,10,8,22:00:00,2014-08-10,Domingo
Boca Raton,FL,Circle,10,8,20:27:00,2014-08-10,Domingo
Clearwater,FL,Disk,10,8,03:00:00,2014-08-10,Domingo
Tampa,FL,Disk,9,8,12:00:00,2014-08-09,Sábado
DeBary,FL,Circle,8,8,21:30:00,2014-08-08,Sexta-feira
Tampa,FL,Disk,8,8,12:00:00,2014-08-08,Sexta-feira
Safety Harbor,FL,Circle,8,8,00:45:00,2014-08-08,Sexta-feira
Orlando,FL,Light,6,8,22:00:00,2014-08-06,Quarta-feira
Lake Wales,FL,Fireball,5,8,04:03:00,2014-08-05,Terça-feira
Wildwood,FL,Fireball,5,8,04:00:00,2014-08-05,Terça-feira
Windermere/Orlando area,FL,Light,5,8,04:00:00,2014-08-05,Terça-feira
Fort Pierce,FL,Circle,5,8,04:00:00,2014-08-05,Terça-feira
Middleburg,FL,Light,3,8,21:30:00,2014-08-03,Domingo
Lake Worth,FL,Fireball,2,8,22:30:00,2014-08-02,Sábado
Oakland Park,FL,Light,2,8,20:37:00,2014-08-02,Sábado
Lauderdale-by-the-Sea,FL,Fireball,2,8,05:00:00,2014-08-02,Sábado
Miami Beach,FL,Circle,2,8,03:00:00,2014-08-02,Sábado
Fort Orange,FL,Triangle,1,8,23:25:00,2014-08-01,Sexta-feira
Orlando,FL,Fireball,1,8,22:15:00,2014-08-01,Sexta-feira
Miami,FL,Other,1,8,21:30:00,2014-08-01,Sexta-feira
Delray Beach,FL,Formation,30,9,22:30:00,2014-09-30,Terça-feira
Orlando,FL,Triangle,25,9,20:45:00,2014-09-25,Quinta-feira
Homestead,FL,Light,25,9,20:00:00,2014-09-25,Quinta-feira
Pompono Beach,FL,Triangle,24,9,23:50:00,2014-09-24,Quarta-feira
Lakeland,FL,Oval,24,9,21:24:00,2014-09-24,Quarta-feira
Gainesville,FL,Fireball,24,9,01:26:00,2014-09-24,Quarta-feira
Lithia,FL,Sphere,21,9,02:00:00,2014-09-21,Domingo
Sanford,FL,Fireball,21,9,01:57:00,2014-09-21,Domingo
Winter Haven,FL,Other,20,9,21:30:00,2014-09-20,Sábado
Vero Beach/Melbourne,FL,Circle,20,9,01:55:00,2014-09-20,Sábado
Indialantic,FL,Light,18,9,23:00:00,2014-09-18,Quinta-feira
Sanford,FL,Light,18,9,21:30:00,2014-09-18,Quinta-feira
Melbourne (???),FL,Other,17,9,23:20:00,2014-09-17,Quarta-feira
New Port Richey,FL,Light,16,9,06:00:00,2014-09-16,Terça-feira
Orlando,FL,Circle,14,9,23:00:00,2014-09-14,Domingo
Wellington,FL,Triangle,14,9,20:00:00,2014-09-14,Domingo
Jacksonville,FL,Circle,13,9,21:04:00,2014-09-13,Sábado
Orlando,FL,Formation,11,9,21:45:00,2014-09-11,Quinta-feira
Port St. Lucie,FL,Light,11,9,02:38:00,2014-09-11,Quinta-feira
Lithia,FL,Light,10,9,03:00:00,2014-09-10,Quarta-feira
Hastings,FL,Oval,9,9,10:30:00,2014-09-09,Terça-feira
Titusville,FL,Light,8,9,20:00:00,2014-09-08,Segunda-feira
Orlando,FL,Circle,7,9,01:00:00,2014-09-07,Domingo
Lakeland,FL,Sphere,6,9,21:06:00,2014-09-06,Sábado
Naples,FL,Light,6,9,01:00:00,2014-09-06,Sábado
Loughman,FL,Light,5,9,05:30:00,2014-09-05,Sexta-feira
Glen St. Mary,FL,Disk,4,9,22:00:00,2014-09-04,Quinta-feira
Melbourne Beach,FL,Triangle,3,9,20:30:00,2014-09-03,Quarta-feira
Boca Raton,FL,Circle,3,9,19:00:00,2014-09-03,Quarta-feira
Oxford,FL,Light,31,10,18:30:00,2014-10-31,Sexta-feira
Coconut Creek,FL,Light,31,10,00:00:00,2014-10-31,Sexta-feira
Dover,FL,Light,30,10,20:00:00,2014-10-30,Quinta-feira
Cape Coral,FL,Fireball,30,10,04:10:00,2014-10-30,Quinta-feira
Marco Island,FL,Light,27,10,23:00:00,2014-10-27,Segunda-feira
Cocoa Beach,FL,Fireball,25,10,20:45:00,2014-10-25,Sábado
Jacksonville,FL,Circle,25,10,11:30:00,2014-10-25,Sábado
Gainesville,FL,Circle,25,10,04:30:00,2014-10-25,Sábado
Sanibel,FL,Cigar,24,10,18:27:00,2014-10-24,Sexta-feira
Beverly Hills,FL,Oval,23,10,08:30:00,2014-10-23,Quinta-feira
Cooper City,FL,Fireball,21,10,20:00:00,2014-10-21,Terça-feira
Boynton Beach,FL,Fireball,19,10,23:00:00,2014-10-19,Domingo
Orlando,FL,Fireball,19,10,21:14:00,2014-10-19,Domingo
Satsuma,FL,Sphere,19,10,11:50:00,2014-10-19,Domingo
Lithia,FL,Circle,19,10,02:00:00,2014-10-19,Domingo
Orlando,FL,Formation,18,10,21:15:00,2014-10-18,Sábado
Orlando,FL,Circle,18,10,20:00:00,2014-10-18,Sábado
Miami (Key Biscayne),FL,Sphere,18,10,07:30:00,2014-10-18,Sábado
Coral Springs,FL,Light,18,10,00:50:00,2014-10-18,Sábado
Fort Myers,FL,Formation,17,10,21:01:00,2014-10-17,Sexta-feira
Jupiter,FL,Light,17,10,19:45:00,2014-10-17,Sexta-feira
Jupiter,FL,Triangle,17,10,18:30:00,2014-10-17,Sexta-feira
St. George Island,FL,Light,16,10,22:00:00,2014-10-16,Quinta-feira
Coral Springs,FL,Triangle,16,10,21:10:00,2014-10-16,Quinta-feira
Naples,FL,Circle,15,10,21:30:00,2014-10-15,Quarta-feira
Jacksonville,FL,Sphere,15,10,14:00:00,2014-10-15,Quarta-feira
Clermont Hwy 27 12 mi.south,FL,Triangle,15,10,04:45:00,2014-10-15,Quarta-feira
Brandon,FL,Disk,12,10,20:25:00,2014-10-12,Domingo
Tampa (east of),FL,Other,12,10,04:00:00,2014-10-12,Domingo
Panama City Beach,FL,Circle,10,10,23:00:00,2014-10-10,Sexta-feira
Middleburg,FL,Triangle,10,10,21:30:00,2014-10-10,Sexta-feira
Miami,FL,Light,9,10,23:45:00,2014-10-09,Quinta-feira
St. George Island,FL,Formation,8,10,20:00:00,2014-10-08,Quarta-feira
Key Largo,FL,Light,7,10,13:00:00,2014-10-07,Terça-feira
Deltona,FL,Fireball,6,10,21:50:00,2014-10-06,Segunda-feira
Loxahatchee,FL,Triangle,5,10,21:15:00,2014-10-05,Domingo
Jacksonville,FL,Disk,5,10,16:00:00,2014-10-05,Domingo
Jacksonville,FL,Oval,5,10,10:00:00,2014-10-05,Domingo
St. Petersburg,FL,Other,5,10,02:45:00,2014-10-05,Domingo
St. Petersburg,FL,Oval,5,10,00:00:00,2014-10-05,Domingo
Marathon,FL,Circle,5,10,00:00:00,2014-10-05,Domingo
Labelle,FL,Light,3,10,00:00:00,2014-10-03,Sexta-feira
Buckhead Ridge,FL,Light,2,10,20:37:00,2014-10-02,Quinta-feira
St. Petersburg Beach,FL,Fireball,1,10,21:30:00,2014-10-01,Quarta-feira
Clearwater,FL,Light,1,10,04:45:00,2014-10-01,Quarta-feira
Palm Coast,FL,Light,30,11,19:00:00,2014-11-30,Domingo
Ft. Pierce (Hutchinson Island),FL,Light,30,11,19:00:00,2014-11-30,Domingo
Palmetto Bay,FL,Light,30,11,05:00:00,2014-11-30,Domingo
Miami,FL,Oval,29,11,22:15:00,2014-11-29,Sábado
Land O'Lakes,FL,Light,29,11,22:10:00,2014-11-29,Sábado
Sebastian,FL,Disk,29,11,21:35:00,2014-11-29,Sábado
New Tampa,FL,Oval,29,11,20:30:00,2014-11-29,Sábado
Green Cove Springs,FL,Sphere,29,11,20:30:00,2014-11-29,Sábado
Gainesville,FL,Flash,28,11,15:15:00,2014-11-28,Sexta-feira
Ormond Beach,FL,Other,27,11,21:30:00,2014-11-27,Quinta-feira
Miami,FL,Light,27,11,20:35:00,2014-11-27,Quinta-feira
DeLand,FL,Fireball,27,11,18:16:00,2014-11-27,Quinta-feira
St. Augustine,FL,Disk,27,11,18:00:00,2014-11-27,Quinta-feira
St. Johns,FL,Sphere,26,11,22:22:00,2014-11-26,Quarta-feira
Cape Coral,FL,Sphere,26,11,20:00:00,2014-11-26,Quarta-feira
Ft. Lauderdale,FL,Light,25,11,22:30:00,2014-11-25,Terça-feira
Islamorada (Keys),FL,Light,25,11,20:30:00,2014-11-25,Terça-feira
Lithia,FL,Circle,25,11,04:00:00,2014-11-25,Terça-feira
Daytona Beach,FL,Circle,23,11,19:00:00,2014-11-23,Domingo
Jacksonville,FL,Sphere,23,11,18:40:00,2014-11-23,Domingo
St. Augustine,FL,Circle,22,11,01:00:00,2014-11-22,Sábado
Atlantic Beach,FL,Changing,22,11,00:00:00,2014-11-22,Sábado
Winter Haven,FL,Fireball,20,11,20:40:00,2014-11-20,Quinta-feira
Zephyrhills,FL,Sphere,19,11,20:18:00,2014-11-19,Quarta-feira
Miami,FL,Flash,18,11,21:44:00,2014-11-18,Terça-feira
Zephyrhills,FL,Oval,18,11,19:49:00,2014-11-18,Terça-feira
Miami,FL,Circle,17,11,19:20:00,2014-11-17,Segunda-feira
Orlando (Lake Jessimine),FL,Flash,15,11,23:45:00,2014-11-15,Sábado
West Park,FL,Fireball,15,11,19:00:00,2014-11-15,Sábado
Largo,FL,Sphere,15,11,13:05:00,2014-11-15,Sábado
St-Augustine,FL,Other,14,11,19:45:00,2014-11-14,Sexta-feira
Palm Beach,FL,Circle,11,11,21:00:00,2014-11-11,Terça-feira
Delray Beach,FL,Formation,11,11,19:30:00,2014-11-11,Terça-feira
Lake Worth,FL,Triangle,11,11,04:30:00,2014-11-11,Terça-feira
Tampa,FL,Circle,9,11,20:21:00,2014-11-09,Domingo
Spring Hill,FL,Formation,8,11,22:15:00,2014-11-08,Sábado
Boca Raton,FL,Other,8,11,18:30:00,2014-11-08,Sábado
Jacksonville,FL,Fireball,7,11,21:00:00,2014-11-07,Sexta-feira
Palm City,FL,Fireball,7,11,20:00:00,2014-11-07,Sexta-feira
New Port Richey,FL,Light,7,11,02:00:00,2014-11-07,Sexta-feira
Tampa,FL,Fireball,5,11,20:00:00,2014-11-05,Quarta-feira
Thonotosassa,FL,Changing,4,11,04:00:00,2014-11-04,Terça-feira
Naples,FL,Oval,3,11,20:10:00,2014-11-03,Segunda-feira
Spring Hill,FL,Fireball,1,11,22:45:00,2014-11-01,Sábado
Gainesville,FL,Light,1,11,03:00:00,2014-11-01,Sábado
Boynton Beach,FL,Light,31,12,23:30:00,2014-12-31,Quarta-feira
Spring Hill,FL,Fireball,31,12,22:00:00,2014-12-31,Quarta-feira
Tampa,FL,Triangle,31,12,21:30:00,2014-12-31,Quarta-feira
Jacksonville,FL,Fireball,31,12,20:10:00,2014-12-31,Quarta-feira
St. Petersburg,FL,Oval,29,12,19:00:00,2014-12-29,Segunda-feira
Salt Springs,FL,Circle,28,12,20:30:00,2014-12-28,Domingo
Sanford,FL,Circle,28,12,19:50:00,2014-12-28,Domingo
Sarasota,FL,Fireball,28,12,18:25:00,2014-12-28,Domingo
Reddinton Beach,FL,Fireball,27,12,21:30:00,2014-12-27,Sábado
St. Petersburg Beach,FL,Oval,25,12,23:00:00,2014-12-25,Quinta-feira
Davie,FL,Light,25,12,21:15:00,2014-12-25,Quinta-feira
Hialeah,FL,Triangle,25,12,20:30:00,2014-12-25,Quinta-feira
Coral Springs,FL,Formation,25,12,19:30:00,2014-12-25,Quinta-feira
Lake Worth,FL,Triangle,21,12,18:50:00,2014-12-21,Domingo
Fort Myers,FL,Circle,20,12,18:30:00,2014-12-20,Sábado
Winter Springs,FL,Fireball,19,12,21:20:00,2014-12-19,Sexta-feira
Winter Springs,FL,Flash,19,12,21:15:00,2014-12-19,Sexta-feira
LaBelle,FL,Triangle,17,12,17:19:00,2014-12-17,Quarta-feira
Cocoa Beach,FL,Light,17,12,12:00:00,2014-12-17,Quarta-feira
Naples,FL,Light,16,12,17:55:00,2014-12-16,Terça-feira
Orlando,FL,Cigar,15,12,17:30:00,2014-12-15,Segunda-feira
Port St. Lucie,FL,Changing,15,12,14:00:00,2014-12-15,Segunda-feira
Altamonte Springs,FL,Flash,14,12,21:00:00,2014-12-14,Domingo
Port St. Lucie,FL,Disk,14,12,20:36:00,2014-12-14,Domingo
Indiatlantic,FL,Light,14,12,05:30:00,2014-12-14,Domingo
Plantation,FL,Light,13,12,21:30:00,2014-12-13,Sábado
Holiday,FL,Fireball,13,12,21:30:00,2014-12-13,Sábado
Casselberry,FL,Light,13,12,21:00:00,2014-12-13,Sábado
Vero  Beach,FL,Sphere,13,12,20:30:00,2014-12-13,Sábado
Port St. Lucie,FL,Oval,12,12,07:32:00,2014-12-12,Sexta-feira
St. Johns River,FL,Light,5,12,03:30:00,2014-12-05,Sexta-feira
Tampa,FL,Light,4,12,17:00:00,2014-12-04,Quinta-feira
Brooksville,FL,Triangle,3,12,04:45:00,2014-12-03,Quarta-feira
Eustis,FL,Triangle,1,12,01:30:00,2014-12-01,Segunda-feira
Port St. Lucie,FL,Circle,28,1,06:00:00,2015-01-28,Quarta-feira
Cocoa Beach,FL,Fireball,27,1,20:15:00,2015-01-27,Terça-feira
Apopka (near),FL,Circle,25,1,21:45:00,2015-01-25,Domingo
Jacksonville,FL,Light,25,1,21:00:00,2015-01-25,Domingo
Hudson,FL,Other,25,1,14:12:00,2015-01-25,Domingo
Jacksonville,FL,Circle,25,1,10:30:00,2015-01-25,Domingo
Pontevedra Beach,FL,Light,24,1,22:00:00,2015-01-24,Sábado
West Palm Beach,FL,Circle,24,1,18:34:00,2015-01-24,Sábado
Stuart,FL,Fireball,23,1,23:30:00,2015-01-23,Sexta-feira
Bradenton,FL,Fireball,20,1,21:00:00,2015-01-20,Terça-feira
Green Cove Spring,FL,Fireball,20,1,20:30:00,2015-01-20,Terça-feira
Haines City,FL,Sphere,20,1,20:04:00,2015-01-20,Terça-feira
Miami,FL,Light,20,1,19:00:00,2015-01-20,Terça-feira
North Port,FL,Other,19,1,21:00:00,2015-01-19,Segunda-feira
Bradenton,FL,Circle,19,1,17:00:00,2015-01-19,Segunda-feira
Poinciana,FL,Sphere,19,1,06:30:00,2015-01-19,Segunda-feira
Deerfield Beach,FL,Sphere,18,1,22:15:00,2015-01-18,Domingo
Florida City,FL,Fireball,18,1,20:15:00,2015-01-18,Domingo
Panama City Beach,FL,Changing,18,1,06:30:00,2015-01-18,Domingo
Sanford,FL,Fireball,17,1,22:00:00,2015-01-17,Sábado
Boynton Beach,FL,Circle,17,1,21:58:00,2015-01-17,Sábado
Boca Raton,FL,Changing,17,1,20:33:00,2015-01-17,Sábado
Venice,FL,Circle,16,1,20:20:00,2015-01-16,Sexta-feira
Thonotosassa,FL,Oval,16,1,20:10:00,2015-01-16,Sexta-feira
Zephyrhills,FL,Fireball,16,1,19:20:00,2015-01-16,Sexta-feira
Saint Augustine,FL,Rectangle,15,1,01:30:00,2015-01-15,Quinta-feira
Vero Beach,FL,Fireball,11,1,21:00:00,2015-01-11,Domingo
Lake Wales/Winter Haven,FL,Fireball,10,1,04:55:00,2015-01-10,Sábado
Orlando,FL,Light,9,1,23:00:00,2015-01-09,Sexta-feira
Naples,FL,Fireball,9,1,19:30:00,2015-01-09,Sexta-feira
Orlando,FL,Fireball,9,1,04:30:00,2015-01-09,Sexta-feira
Fort Myers (near downtown),FL,Oval,8,1,23:00:00,2015-01-08,Quinta-feira
Ft. Myers,FL,Other,8,1,17:00:00,2015-01-08,Quinta-feira
Lakeland,FL,Light,7,1,06:30:00,2015-01-07,Quarta-feira
Sarasota,FL,Disk,5,1,20:01:00,2015-01-05,Segunda-feira
Melbourne Beach,FL,Fireball,3,1,20:05:00,2015-01-03,Sábado
DeBary,FL,Oval,2,1,17:00:00,2015-01-02,Sexta-feira
Port St. Lucie,FL,Triangle,1,1,22:20:00,2015-01-01,Quinta-feira
Winter Springs,FL,Fireball,1,1,20:00:00,2015-01-01,Quinta-feira
Key West,FL,Fireball,1,1,19:30:00,2015-01-01,Quinta-feira
Hollywood,FL,Light,1,1,04:15:00,2015-01-01,Quinta-feira
Longwood,FL,Fireball,1,1,01:45:00,2015-01-01,Quinta-feira
Jupiter,FL,Fireball,1,1,01:00:00,2015-01-01,Quinta-feira
Punta Gorda,FL,Fireball,1,1,00:30:00,2015-01-01,Quinta-feira
Kissimmee,FL,Fireball,1,1,00:00:00,2015-01-01,Quinta-feira
Tampa,FL,Light,28,2,21:00:00,2015-02-28,Sábado
Plantation,FL,Circle,24,2,21:00:00,2015-02-24,Terça-feira
Jennings,FL,Light,21,2,23:00:00,2015-02-21,Sábado
Bunnell,FL,Circle,21,2,23:00:00,2015-02-21,Sábado
Hollywood-Davie,FL,Sphere,21,2,19:30:00,2015-02-21,Sábado
DeBary,FL,Oval,21,2,07:15:00,2015-02-21,Sábado
DeLand,FL,Circle,21,2,06:35:00,2015-02-21,Sábado
Deltona,FL,Fireball,20,2,23:21:00,2015-02-20,Sexta-feira
Deltona,FL,Sphere,20,2,12:30:00,2015-02-20,Sexta-feira
St. Petersrburg,FL,Other,19,2,23:00:00,2015-02-19,Quinta-feira
Homestead,FL,Circle,18,2,22:30:00,2015-02-18,Quarta-feira
St. Petersburg,FL,Circle,17,2,06:07:00,2015-02-17,Terça-feira
Ft. Lauderdale,FL,Sphere,15,2,21:50:00,2015-02-15,Domingo
Jupiter,FL,Sphere,15,2,11:00:00,2015-02-15,Domingo
Winter Garden,FL,Sphere,14,2,19:18:00,2015-02-14,Sábado
Weston,FL,Fireball,12,2,14:30:00,2015-02-12,Quinta-feira
Miami,FL,Changing,12,2,06:00:00,2015-02-12,Quinta-feira
Stuart,FL,Fireball,11,2,17:05:00,2015-02-11,Quarta-feira
Punta Gorda,FL,Circle,11,2,16:40:00,2015-02-11,Quarta-feira
Winter Springs,FL,Light,10,2,21:15:00,2015-02-10,Terça-feira
Homestead,FL,Formation,10,2,17:00:00,2015-02-10,Terça-feira
Wesley Chapel,FL,Other,8,2,22:00:00,2015-02-08,Domingo
Cape Coral,FL,Triangle,8,2,20:00:00,2015-02-08,Domingo
Cape Coral,FL,Circle,8,2,19:00:00,2015-02-08,Domingo
Hollywood,FL,Circle,8,2,00:45:00,2015-02-08,Domingo
Hollywood,FL,Other,8,2,00:30:00,2015-02-08,Domingo
Winter Garden,FL,Flash,4,2,21:00:00,2015-02-04,Quarta-feira
Englewood,FL,Light,4,2,18:35:00,2015-02-04,Quarta-feira
Melbourne,FL,Circle,2,2,20:00:00,2015-02-02,Segunda-feira
Plantation,FL,Circle,1,2,00:30:00,2015-02-01,Domingo
Miami,FL,Circle,1,2,00:20:00,2015-02-01,Domingo
St. Petersburg,FL,Other,28,3,23:00:00,2015-03-28,Sábado
Boynton Beach,FL,Fireball,28,3,21:18:00,2015-03-28,Sábado
Gainesville,FL,Light,28,3,02:45:00,2015-03-28,Sábado
Fort Myers Beach,FL,Triangle,27,3,23:00:00,2015-03-27,Sexta-feira
Miami,FL,Fireball,26,3,20:30:00,2015-03-26,Quinta-feira
Lake Wales,FL,Fireball,26,3,20:20:00,2015-03-26,Quinta-feira
Vero Beach,FL,Changing,25,3,21:30:00,2015-03-25,Quarta-feira
Deltona,FL,Sphere,23,3,21:14:00,2015-03-23,Segunda-feira
Clermont,FL,Fireball,21,3,01:15:00,2015-03-21,Sábado
Islamorada,FL,Cigar,19,3,09:25:00,2015-03-19,Quinta-feira
Saint Johns,FL,Other,18,3,20:56:00,2015-03-18,Quarta-feira
Tampa,FL,Other,18,3,16:30:00,2015-03-18,Quarta-feira
Port Charlotte,FL,Light,16,3,23:40:00,2015-03-16,Segunda-feira
Miami,FL,Oval,15,3,23:30:00,2015-03-15,Domingo
Lake Wales,FL,Disk,15,3,22:00:00,2015-03-15,Domingo
North Lauderdale,FL,Circle,14,3,19:40:00,2015-03-14,Sábado
Miami Lakes,FL,Disk,12,3,23:30:00,2015-03-12,Quinta-feira
Miami Lakes,FL,Disk,12,3,23:30:00,2015-03-12,Quinta-feira
Miami Lakes,FL,Disk,12,3,23:30:00,2015-03-12,Quinta-feira
Miami Lakes,FL,Disk,12,3,23:30:00,2015-03-12,Quinta-feira
Coral Springs,FL,Fireball,12,3,23:00:00,2015-03-12,Quinta-feira
South Daytona,FL,Fireball,12,3,22:45:00,2015-03-12,Quinta-feira
Miami,FL,Flash,11,3,07:23:00,2015-03-11,Quarta-feira
Cape Coral,FL,Circle,10,3,22:57:00,2015-03-10,Terça-feira
Estero,FL,Circle,10,3,21:45:00,2015-03-10,Terça-feira
Tallahassee,FL,Oval,9,3,22:00:00,2015-03-09,Segunda-feira
Cape San Blas,FL,Circle,8,3,23:00:00,2015-03-08,Domingo
Clermont,FL,Light,3,3,23:00:00,2015-03-03,Terça-feira
Boynton Beach,FL,Triangle,3,3,20:37:00,2015-03-03,Terça-feira
Kissimmee,FL,Fireball,1,3,23:00:00,2015-03-01,Domingo
Miami,FL,Circle,1,3,22:55:00,2015-03-01,Domingo
Orlando,FL,Fireball,1,3,22:14:00,2015-03-01,Domingo
Vero Beach,FL,Fireball,1,3,10:45:00,2015-03-01,Domingo
Crestview,FL,Disk,28,4,22:40:00,2015-04-28,Terça-feira
Miami Beach,FL,Light,25,4,23:00:00,2015-04-25,Sábado
Lake Worth,FL,Light,24,4,22:30:00,2015-04-24,Sexta-feira
West Palm Beach,FL,Light,24,4,10:00:00,2015-04-24,Sexta-feira
Fernandina Beach,FL,Circle,20,4,17:00:00,2015-04-20,Segunda-feira
St. Petersburg,FL,Triangle,19,4,21:59:00,2015-04-19,Domingo
Altamonte Springs,FL,Fireball,19,4,21:20:00,2015-04-19,Domingo
Melbourne,FL,Circle,18,4,22:00:00,2015-04-18,Sábado
Miami Beach,FL,Cigar,18,4,06:00:00,2015-04-18,Sábado
Tampa Bay,FL,Changing,18,4,01:30:00,2015-04-18,Sábado
Tampa,FL,Formation,17,4,22:45:00,2015-04-17,Sexta-feira
Tampa,FL,Light,17,4,20:45:00,2015-04-17,Sexta-feira
Alachua,FL,Triangle,17,4,19:00:00,2015-04-17,Sexta-feira
North Port,FL,Light,17,4,01:00:00,2015-04-17,Sexta-feira
Indian Lake,FL,Sphere,15,4,17:00:00,2015-04-15,Quarta-feira
Flagler Beach,FL,Light,11,4,21:00:00,2015-04-11,Sábado
Indian Lake,FL,Sphere,11,4,16:45:00,2015-04-11,Sábado
Merritt Island,FL,Light,7,4,23:50:00,2015-04-07,Terça-feira
Lady Lake,FL,Circle,7,4,01:00:00,2015-04-07,Terça-feira
Tampa,FL,Light,6,4,18:00:00,2015-04-06,Segunda-feira
Ormond Beach,FL,Light,5,4,02:30:00,2015-04-05,Domingo
Siesta Key,FL,Light,3,4,22:01:00,2015-04-03,Sexta-feira
Pompano,FL,Light,3,4,21:33:00,2015-04-03,Sexta-feira
Miami,FL,Light,3,4,19:24:00,2015-04-03,Sexta-feira
Naples,FL,Formation,2,4,07:20:00,2015-04-02,Quinta-feira
Eustis,FL,Rectangle,1,4,22:00:00,2015-04-01,Quarta-feira
Niceville,FL,Circle,1,4,06:40:00,2015-04-01,Quarta-feira
Tampa,FL,Oval,31,5,20:35:00,2015-05-31,Domingo
Coral Springs,FL,Light,30,5,20:00:00,2015-05-30,Sábado
Cape Coral,FL,Light,28,5,17:20:00,2015-05-28,Quinta-feira
Indian Lake,FL,Sphere,27,5,11:35:00,2015-05-27,Quarta-feira
Homosassa,FL,Circle,24,5,21:02:00,2015-05-24,Domingo
Indian Lake,FL,Sphere,24,5,14:02:00,2015-05-24,Domingo
Brooksville,FL,Disk,24,5,06:30:00,2015-05-24,Domingo
Tallahassee,FL,Light,23,5,22:40:00,2015-05-23,Sábado
Longwood,FL,Fireball,22,5,23:22:00,2015-05-22,Sexta-feira
Sebastian,FL,Circle,21,5,22:50:00,2015-05-21,Quinta-feira
Marathon,FL,Light,21,5,00:38:00,2015-05-21,Quinta-feira
Tallahassee,FL,Light,20,5,08:00:00,2015-05-20,Quarta-feira
Plant City,FL,Triangle,19,5,20:30:00,2015-05-19,Terça-feira
Indian Lake,FL,Sphere,18,5,16:45:00,2015-05-18,Segunda-feira
Indian Lake,FL,Sphere,18,5,16:45:00,2015-05-18,Segunda-feira
Indian Lake,FL,Sphere,17,5,05:26:00,2015-05-17,Domingo
Indian Lake,FL,Sphere,16,5,12:55:00,2015-05-16,Sábado
Parrish,FL,Other,14,5,20:00:00,2015-05-14,Quinta-feira
Orange City,FL,Circle,13,5,00:00:00,2015-05-13,Quarta-feira
Boynton Beach,FL,Cigar,10,5,22:00:00,2015-05-10,Domingo
Layton,FL,Circle,10,5,21:00:00,2015-05-10,Domingo
Titusville,FL,Disk,10,5,21:00:00,2015-05-10,Domingo
Casselberry,FL,Sphere,10,5,14:00:00,2015-05-10,Domingo
Clearwater,FL,Circle,10,5,00:40:00,2015-05-10,Domingo
Oviedo,FL,Light,9,5,23:00:00,2015-05-09,Sábado
Davie,FL,Light,9,5,22:00:00,2015-05-09,Sábado
Port Richey,FL,Light,8,5,23:46:00,2015-05-08,Sexta-feira
Ormond Beach,FL,Changing,8,5,01:32:00,2015-05-08,Sexta-feira
Port Richey,FL,Fireball,8,5,00:22:00,2015-05-08,Sexta-feira
Ft. Lauderdale,FL,Oval,7,5,23:25:00,2015-05-07,Quinta-feira
Spring Hill,FL,Rectangle,7,5,21:15:00,2015-05-07,Quinta-feira
Orange Park,FL,Fireball,7,5,20:54:00,2015-05-07,Quinta-feira
Englewood,FL,Light,6,5,23:12:00,2015-05-06,Quarta-feira
Clearwater,FL,Circle,6,5,22:00:00,2015-05-06,Quarta-feira
Tampa,FL,Other,6,5,14:30:00,2015-05-06,Quarta-feira
Orlando,FL,Fireball,3,5,01:35:00,2015-05-03,Domingo
Titusville,FL,Cigar,1,5,21:45:00,2015-05-01,Sexta-feira
Holiday,FL,Light,1,5,21:05:00,2015-05-01,Sexta-feira
Holiday,FL,Circle,1,5,21:00:00,2015-05-01,Sexta-feira
Lake Mary,FL,Fireball,30,6,23:30:00,2015-06-30,Terça-feira
Citrus Springs,FL,Triangle,30,6,22:14:00,2015-06-30,Terça-feira
Tallahassee,FL,Light,30,6,21:45:00,2015-06-30,Terça-feira
Hollywood,FL,Formation,28,6,16:30:00,2015-06-28,Domingo
Melbourne,FL,Circle,26,6,14:30:00,2015-06-26,Sexta-feira
Punta Gorda,FL,Oval,24,6,21:00:00,2015-06-24,Quarta-feira
Orlando,FL,Cigar,24,6,15:15:00,2015-06-24,Quarta-feira
Venice,FL,Light,21,6,21:30:00,2015-06-21,Domingo
Tampa,FL,Oval,20,6,18:00:00,2015-06-20,Sábado
